*i,t,parameter,value
SMR,2045,fom,17.2614005
SMR,2046,fom,17.23930723
SMR,2047,fom,17.21721397
SMR,2048,fom,17.1951207
SMR,2049,fom,17.17302744
SMR,2050,fom,17.15093417
SMR_CCS,2010,fom,38.84825606
SMR_CCS,2011,fom,38.84825606
SMR_CCS,2012,fom,38.84825606
SMR_CCS,2013,fom,38.84825606
SMR_CCS,2014,fom,38.84825606
SMR_CCS,2015,fom,38.84825606
SMR_CCS,2016,fom,38.84825606
SMR_CCS,2017,fom,38.84825606
SMR_CCS,2018,fom,38.84825606
SMR_CCS,2019,fom,38.84825606
SMR_CCS,2020,fom,38.84825606
SMR_CCS,2021,fom,38.53747001
SMR_CCS,2022,fom,38.22668397
SMR_CCS,2023,fom,37.91589792
SMR_CCS,2024,fom,37.60511187
SMR_CCS,2025,fom,37.29432582
SMR_CCS,2026,fom,36.98353977
SMR_CCS,2027,fom,36.67275372
SMR_CCS,2028,fom,36.36196768
SMR_CCS,2029,fom,36.05118163
SMR_CCS,2030,fom,35.74039558
SMR_CCS,2031,fom,35.42960953
SMR_CCS,2032,fom,35.11882348
SMR_CCS,2033,fom,34.80803743
SMR_CCS,2034,fom,34.49725138
SMR_CCS,2035,fom,34.18646534
SMR_CCS,2036,fom,34.18646534
SMR_CCS,2037,fom,34.18646534
SMR_CCS,2038,fom,34.18646534
SMR_CCS,2039,fom,34.18646534
SMR_CCS,2040,fom,34.18646534
SMR_CCS,2041,fom,34.18646534
SMR_CCS,2042,fom,34.18646534
SMR_CCS,2043,fom,34.18646534
SMR_CCS,2044,fom,34.18646534
SMR_CCS,2045,fom,34.18646534
SMR_CCS,2046,fom,34.18646534
SMR_CCS,2047,fom,34.18646534
SMR_CCS,2048,fom,34.18646534
SMR_CCS,2049,fom,34.18646534
SMR_CCS,2050,fom,34.18646534
electrolyzer,2010,fom,87.5
electrolyzer,2011,fom,87.5
electrolyzer,2012,fom,87.5
electrolyzer,2013,fom,87.5
electrolyzer,2014,fom,87.5
electrolyzer,2015,fom,87.5
electrolyzer,2016,fom,87.5
electrolyzer,2017,fom,87.5
electrolyzer,2018,fom,87.5
electrolyzer,2019,fom,87.5
electrolyzer,2020,fom,87.5
electrolyzer,2021,fom,87.5
electrolyzer,2022,fom,87.5
electrolyzer,2023,fom,80
electrolyzer,2024,fom,72.5
electrolyzer,2025,fom,65
electrolyzer,2026,fom,57.5
electrolyzer,2027,fom,50
electrolyzer,2028,fom,42.5
electrolyzer,2029,fom,35
electrolyzer,2030,fom,27.5
electrolyzer,2031,fom,27.5
electrolyzer,2032,fom,27.5
electrolyzer,2033,fom,27.5
electrolyzer,2034,fom,27.5
electrolyzer,2035,fom,27.5
electrolyzer,2036,fom,27.5
electrolyzer,2037,fom,27.5
electrolyzer,2038,fom,27.5
electrolyzer,2039,fom,27.5
electrolyzer,2040,fom,27.5
electrolyzer,2041,fom,27.5
electrolyzer,2042,fom,27.5
electrolyzer,2043,fom,27.5
electrolyzer,2044,fom,27.5
electrolyzer,2045,fom,27.5
electrolyzer,2046,fom,27.5
electrolyzer,2047,fom,27.5
electrolyzer,2048,fom,27.5
electrolyzer,2049,fom,27.5
electrolyzer,2050,fom,27.5
SMR,2010,vom,0.074787694
SMR,2011,vom,0.074787694
SMR,2012,vom,0.074787694
SMR,2013,vom,0.074787694
SMR,2014,vom,0.074787694
SMR,2015,vom,0.074787694
SMR,2016,vom,0.074787694
SMR,2017,vom,0.074787694
SMR,2018,vom,0.074787694
SMR,2019,vom,0.074787694
SMR,2020,vom,0.074787694
SMR,2021,vom,0.074787694
SMR,2022,vom,0.074787694
SMR,2023,vom,0.074787694
SMR,2024,vom,0.074787694
SMR,2025,vom,0.074787694
SMR,2026,vom,0.074787694
SMR,2027,vom,0.074787694
SMR,2028,vom,0.074787694
SMR,2029,vom,0.074787694
SMR,2030,vom,0.074787694
SMR,2031,vom,0.074787694
SMR,2032,vom,0.074787694
SMR,2033,vom,0.074787694
SMR,2034,vom,0.074787694
SMR,2035,vom,0.074787694
SMR,2036,vom,0.074787694
SMR,2037,vom,0.074787694
SMR,2038,vom,0.074787694
SMR,2039,vom,0.074787694
SMR,2040,vom,0.074787694
SMR,2041,vom,0.074787694
SMR,2042,vom,0.074787694
SMR,2043,vom,0.074787694
SMR,2044,vom,0.074787694
SMR,2045,vom,0.074787694
SMR,2046,vom,0.074787694
SMR,2047,vom,0.074787694
SMR,2048,vom,0.074787694
SMR,2049,vom,0.074787694
SMR,2050,vom,0.074787694
SMR_CCS,2010,vom,0.076143668
SMR_CCS,2011,vom,0.076143668
SMR_CCS,2012,vom,0.076143668
SMR_CCS,2013,vom,0.076143668
SMR_CCS,2014,vom,0.076143668
SMR_CCS,2015,vom,0.076143668
SMR_CCS,2016,vom,0.076143668
SMR_CCS,2017,vom,0.076143668
SMR_CCS,2018,vom,0.076143668
SMR_CCS,2019,vom,0.076143668
SMR_CCS,2020,vom,0.076143668
SMR_CCS,2021,vom,0.076143668
SMR_CCS,2022,vom,0.076143668
SMR_CCS,2023,vom,0.076143668
SMR_CCS,2024,vom,0.076143668
SMR_CCS,2025,vom,0.076143668
SMR_CCS,2026,vom,0.076143668
SMR_CCS,2027,vom,0.076143668
SMR_CCS,2028,vom,0.076143668
SMR_CCS,2029,vom,0.076143668
SMR_CCS,2030,vom,0.076143668
SMR_CCS,2031,vom,0.076143668
SMR_CCS,2032,vom,0.076143668
SMR_CCS,2033,vom,0.076143668
SMR_CCS,2034,vom,0.076143668
SMR_CCS,2035,vom,0.076143668
SMR_CCS,2036,vom,0.076143668
SMR_CCS,2037,vom,0.076143668
SMR_CCS,2038,vom,0.076143668
SMR_CCS,2039,vom,0.076143668
SMR_CCS,2040,vom,0.076143668
SMR_CCS,2041,vom,0.076143668
SMR_CCS,2042,vom,0.076143668
SMR_CCS,2043,vom,0.076143668
SMR_CCS,2044,vom,0.076143668
SMR_CCS,2045,vom,0.076143668
SMR_CCS,2046,vom,0.076143668
SMR_CCS,2047,vom,0.076143668
SMR_CCS,2048,vom,0.076143668
SMR_CCS,2049,vom,0.076143668
SMR_CCS,2050,vom,0.076143668
electrolyzer,2010,vom,0
electrolyzer,2011,vom,0
electrolyzer,2012,vom,0
electrolyzer,2013,vom,0
electrolyzer,2014,vom,0
electrolyzer,2015,vom,0
electrolyzer,2016,vom,0
electrolyzer,2017,vom,0
electrolyzer,2018,vom,0
electrolyzer,2019,vom,0
electrolyzer,2020,vom,0
electrolyzer,2021,vom,0
electrolyzer,2022,vom,0
electrolyzer,2023,vom,0
electrolyzer,2024,vom,0
electrolyzer,2025,vom,0
electrolyzer,2026,vom,0
electrolyzer,2027,vom,0
electrolyzer,2028,vom,0
electrolyzer,2029,vom,0
electrolyzer,2030,vom,0
electrolyzer,2031,vom,0
electrolyzer,2032,vom,0
electrolyzer,2033,vom,0
electrolyzer,2034,vom,0
electrolyzer,2035,vom,0
electrolyzer,2036,vom,0
electrolyzer,2037,vom,0
electrolyzer,2038,vom,0
electrolyzer,2039,vom,0
electrolyzer,2040,vom,0
electrolyzer,2041,vom,0
electrolyzer,2042,vom,0
electrolyzer,2043,vom,0
electrolyzer,2044,vom,0
electrolyzer,2045,vom,0
electrolyzer,2046,vom,0
electrolyzer,2047,vom,0
electrolyzer,2048,vom,0
electrolyzer,2049,vom,0
electrolyzer,2050,vom,0
SMR,2010,ele_efficiency,0.88
SMR,2011,ele_efficiency,0.88
SMR,2012,ele_efficiency,0.88
SMR,2013,ele_efficiency,0.88
SMR,2014,ele_efficiency,0.88
SMR,2015,ele_efficiency,0.88
SMR,2016,ele_efficiency,0.88
SMR,2017,ele_efficiency,0.88
SMR,2018,ele_efficiency,0.88
SMR,2019,ele_efficiency,0.88
SMR,2020,ele_efficiency,0.88
SMR,2021,ele_efficiency,0.88
SMR,2022,ele_efficiency,0.88
SMR,2023,ele_efficiency,0.88
SMR,2024,ele_efficiency,0.88
SMR,2025,ele_efficiency,0.88
SMR,2026,ele_efficiency,0.88
SMR,2027,ele_efficiency,0.88
SMR,2028,ele_efficiency,0.88
SMR,2029,ele_efficiency,0.88
SMR,2030,ele_efficiency,0.88
SMR,2031,ele_efficiency,0.88
SMR,2032,ele_efficiency,0.88
SMR,2033,ele_efficiency,0.88
SMR,2034,ele_efficiency,0.88
SMR,2035,ele_efficiency,0.88
SMR,2036,ele_efficiency,0.88
SMR,2037,ele_efficiency,0.88
SMR,2038,ele_efficiency,0.88
SMR,2039,ele_efficiency,0.88
SMR,2040,ele_efficiency,0.88
SMR,2041,ele_efficiency,0.88
SMR,2042,ele_efficiency,0.88
SMR,2043,ele_efficiency,0.88
SMR,2044,ele_efficiency,0.88
SMR,2045,ele_efficiency,0.88
SMR,2046,ele_efficiency,0.88
SMR,2047,ele_efficiency,0.88
SMR,2048,ele_efficiency,0.88
SMR,2049,ele_efficiency,0.88
SMR,2050,ele_efficiency,0.88
SMR_CCS,2010,ele_efficiency,1.9
SMR_CCS,2011,ele_efficiency,1.9
SMR_CCS,2012,ele_efficiency,1.9
SMR_CCS,2013,ele_efficiency,1.9
SMR_CCS,2014,ele_efficiency,1.9
SMR_CCS,2015,ele_efficiency,1.9
SMR_CCS,2016,ele_efficiency,1.9
SMR_CCS,2017,ele_efficiency,1.9
SMR_CCS,2018,ele_efficiency,1.9
SMR_CCS,2019,ele_efficiency,1.9
SMR_CCS,2020,ele_efficiency,1.9
SMR_CCS,2021,ele_efficiency,1.9
SMR_CCS,2022,ele_efficiency,1.9
SMR_CCS,2023,ele_efficiency,1.9
SMR_CCS,2024,ele_efficiency,1.9
SMR_CCS,2025,ele_efficiency,1.9
SMR_CCS,2026,ele_efficiency,1.9
SMR_CCS,2027,ele_efficiency,1.9
SMR_CCS,2028,ele_efficiency,1.9
SMR_CCS,2029,ele_efficiency,1.9
SMR_CCS,2030,ele_efficiency,1.9
SMR_CCS,2031,ele_efficiency,1.9
SMR_CCS,2032,ele_efficiency,1.9
SMR_CCS,2033,ele_efficiency,1.9
SMR_CCS,2034,ele_efficiency,1.9
SMR_CCS,2035,ele_efficiency,1.9
SMR_CCS,2036,ele_efficiency,1.9
SMR_CCS,2037,ele_efficiency,1.9
SMR_CCS,2038,ele_efficiency,1.9
SMR_CCS,2039,ele_efficiency,1.9
SMR_CCS,2040,ele_efficiency,1.9
SMR_CCS,2041,ele_efficiency,1.9
SMR_CCS,2042,ele_efficiency,1.9
SMR_CCS,2043,ele_efficiency,1.9
SMR_CCS,2044,ele_efficiency,1.9
SMR_CCS,2045,ele_efficiency,1.9
SMR_CCS,2046,ele_efficiency,1.9
SMR_CCS,2047,ele_efficiency,1.9
SMR_CCS,2048,ele_efficiency,1.9
SMR_CCS,2049,ele_efficiency,1.9
SMR_CCS,2050,ele_efficiency,1.9
electrolyzer,2010,ele_efficiency,56.1
electrolyzer,2011,ele_efficiency,56.1
electrolyzer,2012,ele_efficiency,56.1
electrolyzer,2013,ele_efficiency,56.1
electrolyzer,2014,ele_efficiency,56.1
electrolyzer,2015,ele_efficiency,56.1
electrolyzer,2016,ele_efficiency,56.1
electrolyzer,2017,ele_efficiency,56.1
electrolyzer,2018,ele_efficiency,56.1
electrolyzer,2019,ele_efficiency,56.1
electrolyzer,2020,ele_efficiency,56.1
electrolyzer,2021,ele_efficiency,55.945
electrolyzer,2022,ele_efficiency,55.79
electrolyzer,2023,ele_efficiency,55.635
electrolyzer,2024,ele_efficiency,55.48
electrolyzer,2025,ele_efficiency,55.325
electrolyzer,2026,ele_efficiency,55.17
electrolyzer,2027,ele_efficiency,55.015
electrolyzer,2028,ele_efficiency,54.86
electrolyzer,2029,ele_efficiency,54.705
electrolyzer,2030,ele_efficiency,54.55
electrolyzer,2031,ele_efficiency,54.395
electrolyzer,2032,ele_efficiency,54.24
electrolyzer,2033,ele_efficiency,54.085
electrolyzer,2034,ele_efficiency,53.93
electrolyzer,2035,ele_efficiency,53.775
electrolyzer,2036,ele_efficiency,53.62
electrolyzer,2037,ele_efficiency,53.465
electrolyzer,2038,ele_efficiency,53.31
electrolyzer,2039,ele_efficiency,53.155
electrolyzer,2040,ele_efficiency,53
electrolyzer,2041,ele_efficiency,52.845
electrolyzer,2042,ele_efficiency,52.69
electrolyzer,2043,ele_efficiency,52.535
electrolyzer,2044,ele_efficiency,52.38
electrolyzer,2045,ele_efficiency,52.225
electrolyzer,2046,ele_efficiency,52.07
electrolyzer,2047,ele_efficiency,51.915
electrolyzer,2048,ele_efficiency,51.76
electrolyzer,2049,ele_efficiency,51.605
electrolyzer,2050,ele_efficiency,51.45
SMR,2010,gas_efficiency,0.1924
SMR,2011,gas_efficiency,0.1924
SMR,2012,gas_efficiency,0.1924
SMR,2013,gas_efficiency,0.1924
SMR,2014,gas_efficiency,0.1924
SMR,2015,gas_efficiency,0.1924
SMR,2016,gas_efficiency,0.1924
SMR,2017,gas_efficiency,0.1924
SMR,2018,gas_efficiency,0.1924
SMR,2019,gas_efficiency,0.1924
SMR,2020,gas_efficiency,0.1924
SMR,2021,gas_efficiency,0.1924
SMR,2022,gas_efficiency,0.1924
SMR,2023,gas_efficiency,0.1924
SMR,2024,gas_efficiency,0.1924
SMR,2025,gas_efficiency,0.1924
SMR,2026,gas_efficiency,0.1924
SMR,2027,gas_efficiency,0.1924
SMR,2028,gas_efficiency,0.1924
SMR,2029,gas_efficiency,0.1924
SMR,2030,gas_efficiency,0.1924
SMR,2031,gas_efficiency,0.1924
SMR,2032,gas_efficiency,0.1924
SMR,2033,gas_efficiency,0.1924
SMR,2034,gas_efficiency,0.1924
SMR,2035,gas_efficiency,0.1924
SMR,2036,gas_efficiency,0.1924
SMR,2037,gas_efficiency,0.1924
SMR,2038,gas_efficiency,0.1924
SMR,2039,gas_efficiency,0.1924
SMR,2040,gas_efficiency,0.1924
SMR,2041,gas_efficiency,0.1924
SMR,2042,gas_efficiency,0.1924
SMR,2043,gas_efficiency,0.1924
SMR,2044,gas_efficiency,0.1924
SMR,2045,gas_efficiency,0.1924
SMR,2046,gas_efficiency,0.1924
SMR,2047,gas_efficiency,0.1924
SMR,2048,gas_efficiency,0.1924
SMR,2049,gas_efficiency,0.1924
SMR,2050,gas_efficiency,0.1924
SMR_CCS,2010,gas_efficiency,0.1924
SMR_CCS,2011,gas_efficiency,0.1924
SMR_CCS,2012,gas_efficiency,0.1924
SMR_CCS,2013,gas_efficiency,0.1924
SMR_CCS,2014,gas_efficiency,0.1924
SMR_CCS,2015,gas_efficiency,0.1924
SMR_CCS,2016,gas_efficiency,0.1924
SMR_CCS,2017,gas_efficiency,0.1924
SMR_CCS,2018,gas_efficiency,0.1924
SMR_CCS,2019,gas_efficiency,0.1924
SMR_CCS,2020,gas_efficiency,0.1924
SMR_CCS,2021,gas_efficiency,0.1924
SMR_CCS,2022,gas_efficiency,0.1924
SMR_CCS,2023,gas_efficiency,0.1924
SMR_CCS,2024,gas_efficiency,0.1924
SMR_CCS,2025,gas_efficiency,0.1924
SMR_CCS,2026,gas_efficiency,0.1924
SMR_CCS,2027,gas_efficiency,0.1924
SMR_CCS,2028,gas_efficiency,0.1924
SMR_CCS,2029,gas_efficiency,0.1924
SMR_CCS,2030,gas_efficiency,0.1924
SMR_CCS,2031,gas_efficiency,0.1924
SMR_CCS,2032,gas_efficiency,0.1924
SMR_CCS,2033,gas_efficiency,0.1924
SMR_CCS,2034,gas_efficiency,0.1924
SMR_CCS,2035,gas_efficiency,0.1924
SMR_CCS,2036,gas_efficiency,0.1924
SMR_CCS,2037,gas_efficiency,0.1924
SMR_CCS,2038,gas_efficiency,0.1924
SMR_CCS,2039,gas_efficiency,0.1924
SMR_CCS,2040,gas_efficiency,0.1924
SMR_CCS,2041,gas_efficiency,0.1924
SMR_CCS,2042,gas_efficiency,0.1924
SMR_CCS,2043,gas_efficiency,0.1924
SMR_CCS,2044,gas_efficiency,0.1924
SMR_CCS,2045,gas_efficiency,0.1924
SMR_CCS,2046,gas_efficiency,0.1924
SMR_CCS,2047,gas_efficiency,0.1924
SMR_CCS,2048,gas_efficiency,0.1924
SMR_CCS,2049,gas_efficiency,0.1924
SMR_CCS,2050,gas_efficiency,0.1924
electrolyzer,2010,gas_efficiency,0
electrolyzer,2011,gas_efficiency,0
electrolyzer,2012,gas_efficiency,0
electrolyzer,2013,gas_efficiency,0
electrolyzer,2014,gas_efficiency,0
electrolyzer,2015,gas_efficiency,0
electrolyzer,2016,gas_efficiency,0
electrolyzer,2017,gas_efficiency,0
electrolyzer,2018,gas_efficiency,0
electrolyzer,2019,gas_efficiency,0
electrolyzer,2020,gas_efficiency,0
electrolyzer,2021,gas_efficiency,0
electrolyzer,2022,gas_efficiency,0
electrolyzer,2023,gas_efficiency,0
electrolyzer,2024,gas_efficiency,0
electrolyzer,2025,gas_efficiency,0
electrolyzer,2026,gas_efficiency,0
electrolyzer,2027,gas_efficiency,0
electrolyzer,2028,gas_efficiency,0
electrolyzer,2029,gas_efficiency,0
electrolyzer,2030,gas_efficiency,0
electrolyzer,2031,gas_efficiency,0
electrolyzer,2032,gas_efficiency,0
electrolyzer,2033,gas_efficiency,0
electrolyzer,2034,gas_efficiency,0
electrolyzer,2035,gas_efficiency,0
electrolyzer,2036,gas_efficiency,0
electrolyzer,2037,gas_efficiency,0
electrolyzer,2038,gas_efficiency,0
electrolyzer,2039,gas_efficiency,0
electrolyzer,2040,gas_efficiency,0
electrolyzer,2041,gas_efficiency,0
electrolyzer,2042,gas_efficiency,0
electrolyzer,2043,gas_efficiency,0
electrolyzer,2044,gas_efficiency,0
electrolyzer,2045,gas_efficiency,0
electrolyzer,2046,gas_efficiency,0
electrolyzer,2047,gas_efficiency,0
electrolyzer,2048,gas_efficiency,0
electrolyzer,2049,gas_efficiency,0
electrolyzer,2050,gas_efficiency,0
SMR,2010,stortran_adder,310
SMR,2011,stortran_adder,310
SMR,2012,stortran_adder,310
SMR,2013,stortran_adder,310
SMR,2014,stortran_adder,310
SMR,2015,stortran_adder,310
SMR,2016,stortran_adder,310
SMR,2017,stortran_adder,310
SMR,2018,stortran_adder,310
SMR,2019,stortran_adder,310
SMR,2020,stortran_adder,310
SMR,2021,stortran_adder,294
SMR,2022,stortran_adder,278
SMR,2023,stortran_adder,262
SMR,2024,stortran_adder,246
SMR,2025,stortran_adder,230
SMR,2026,stortran_adder,214
SMR,2027,stortran_adder,198
SMR,2028,stortran_adder,182
SMR,2029,stortran_adder,166
SMR,2030,stortran_adder,150
SMR,2031,stortran_adder,147
SMR,2032,stortran_adder,144
SMR,2033,stortran_adder,141
SMR,2034,stortran_adder,138
SMR,2035,stortran_adder,135
SMR,2036,stortran_adder,132
SMR,2037,stortran_adder,129
SMR,2038,stortran_adder,126
SMR,2039,stortran_adder,123
SMR,2040,stortran_adder,120
SMR,2041,stortran_adder,120
SMR,2042,stortran_adder,120
SMR,2043,stortran_adder,120
SMR,2044,stortran_adder,120
SMR,2045,stortran_adder,120
SMR,2046,stortran_adder,120
SMR,2047,stortran_adder,120
SMR,2048,stortran_adder,120
SMR,2049,stortran_adder,120
SMR,2050,stortran_adder,120
SMR_CCS,2010,stortran_adder,310
SMR_CCS,2011,stortran_adder,310
SMR_CCS,2012,stortran_adder,310
SMR_CCS,2013,stortran_adder,310
SMR_CCS,2014,stortran_adder,310
SMR_CCS,2015,stortran_adder,310
SMR_CCS,2016,stortran_adder,310
SMR_CCS,2017,stortran_adder,310
SMR_CCS,2018,stortran_adder,310
SMR_CCS,2019,stortran_adder,310
SMR_CCS,2020,stortran_adder,310
SMR_CCS,2021,stortran_adder,294
SMR_CCS,2022,stortran_adder,278
SMR_CCS,2023,stortran_adder,262
SMR_CCS,2024,stortran_adder,246
SMR_CCS,2025,stortran_adder,230
SMR_CCS,2026,stortran_adder,214
SMR_CCS,2027,stortran_adder,198
SMR_CCS,2028,stortran_adder,182
SMR_CCS,2029,stortran_adder,166
SMR_CCS,2030,stortran_adder,150
SMR_CCS,2031,stortran_adder,147
SMR_CCS,2032,stortran_adder,144
SMR_CCS,2033,stortran_adder,141
SMR_CCS,2034,stortran_adder,138
SMR_CCS,2035,stortran_adder,135
SMR_CCS,2036,stortran_adder,132
SMR_CCS,2037,stortran_adder,129
SMR_CCS,2038,stortran_adder,126
SMR_CCS,2039,stortran_adder,123
SMR_CCS,2040,stortran_adder,120
SMR_CCS,2041,stortran_adder,120
SMR_CCS,2042,stortran_adder,120
SMR_CCS,2043,stortran_adder,120
SMR_CCS,2044,stortran_adder,120
SMR_CCS,2045,stortran_adder,120
SMR_CCS,2046,stortran_adder,120
SMR_CCS,2047,stortran_adder,120
SMR_CCS,2048,stortran_adder,120
SMR_CCS,2049,stortran_adder,120
SMR_CCS,2050,stortran_adder,120
electrolyzer,2010,stortran_adder,1740
electrolyzer,2011,stortran_adder,1740
electrolyzer,2012,stortran_adder,1740
electrolyzer,2013,stortran_adder,1740
electrolyzer,2014,stortran_adder,1740
electrolyzer,2015,stortran_adder,1740
electrolyzer,2016,stortran_adder,1740
electrolyzer,2017,stortran_adder,1740
electrolyzer,2018,stortran_adder,1740
electrolyzer,2019,stortran_adder,1740
electrolyzer,2020,stortran_adder,1740
electrolyzer,2021,stortran_adder,1624
electrolyzer,2022,stortran_adder,1508
electrolyzer,2023,stortran_adder,1392
electrolyzer,2024,stortran_adder,1276
electrolyzer,2025,stortran_adder,1160
electrolyzer,2026,stortran_adder,1044
electrolyzer,2027,stortran_adder,928
electrolyzer,2028,stortran_adder,812
electrolyzer,2029,stortran_adder,696
electrolyzer,2030,stortran_adder,580
electrolyzer,2031,stortran_adder,561
electrolyzer,2032,stortran_adder,542
electrolyzer,2033,stortran_adder,523
electrolyzer,2034,stortran_adder,504
electrolyzer,2035,stortran_adder,485
electrolyzer,2036,stortran_adder,466
electrolyzer,2037,stortran_adder,447
electrolyzer,2038,stortran_adder,428
