t,i,r,v,wVC,cap
2017,SUBCRITICAL-COAL,Gujarat,init-3,1803.28,500
2017,SUBCRITICAL-COAL,Gujarat,init-4,2120.974111,1205.06
2017,SUBCRITICAL-COAL,Gujarat,init-5,2568.55,210
2017,SUBCRITICAL-COAL,Gujarat,init-6,2736.692258,2790
2017,SUBCRITICAL-COAL,Gujarat,init-7,2988.49,1170
2017,SUBCRITICAL-COAL,Haryana,init-1,2098.55,600
2017,SUBCRITICAL-COAL,Haryana,init-2,2369.95,1200
2017,SUBCRITICAL-COAL,Haryana,init-3,2548.55,500
2017,SUBCRITICAL-COAL,Haryana,init-4,3487.770526,1710
2017,SUBCRITICAL-COAL,Jharkhand,init-1,1048.47,540
2017,SUBCRITICAL-COAL,Jharkhand,init-2,1227.655219,1945
2017,SUBCRITICAL-COAL,Jharkhand,init-3,1769.102332,1265
2017,SUBCRITICAL-COAL,Karnataka,init-1,1855.44,1200
2017,SUBCRITICAL-COAL,Karnataka,init-2,2060.91,1000
2017,SUBCRITICAL-COAL,Karnataka,init-3,4911.95,700
2017,SUBCRITICAL-COAL,Karnataka,init-4,5198.48,860
2017,SUBCRITICAL-COAL,Madhya_Pradesh,init-1,865.5849108,3364
2017,SUBCRITICAL-COAL,Madhya_Pradesh,init-2,1006.900894,3690
2017,SUBCRITICAL-COAL,Madhya_Pradesh,init-3,1888.612186,4689.5
2017,SUBCRITICAL-COAL,Maharashtra,init-1,870.51,600
2017,SUBCRITICAL-COAL,Maharashtra,init-2,1493.223737,2970
2017,SUBCRITICAL-COAL,Maharashtra,init-3,1947.348511,5170
2017,SUBCRITICAL-COAL,Maharashtra,init-4,2291.200453,3310
2017,SUBCRITICAL-COAL,Maharashtra,init-5,2856.623462,2860
2017,SUBCRITICAL-COAL,Odisha,init-1,500.04,1200
2017,SUBCRITICAL-COAL,Odisha,init-2,860.33,3000
2017,SUBCRITICAL-COAL,Odisha,init-3,1849.785298,3020
2017,SUBCRITICAL-COAL,Punjab,init-7,2607.54589,1460
2017,SUBCRITICAL-COAL,Rajasthan,init-1,198.54,250
2017,SUBCRITICAL-COAL,Rajasthan,init-2,630.48,250
2017,SUBCRITICAL-COAL,Rajasthan,init-3,1108.48,1080
2017,SUBCRITICAL-COAL,Rajasthan,init-4,1608.54,1000
2017,SUBCRITICAL-COAL,Rajasthan,init-5,2472.884757,3090
2017,SUBCRITICAL-COAL,Tamil_Nadu,init-1,1270.4,500
2017,SUBCRITICAL-COAL,Tamil_Nadu,init-2,1552.905,2000
2017,SUBCRITICAL-COAL,Tamil_Nadu,init-3,2113.887241,1450
2017,SUBCRITICAL-COAL,Tamil_Nadu,init-4,2830.03,600
2017,SUBCRITICAL-COAL,Tamil_Nadu,init-5,3368.98,1700
2017,SUBCRITICAL-COAL,Telangana,init-1,1484.654706,1700
2017,SUBCRITICAL-COAL,Telangana,init-2,1842.042703,3700
2017,SUBCRITICAL-COAL,Uttar_Pradesh,init-1,859.6066667,3000
2017,SUBCRITICAL-COAL,Uttar_Pradesh,init-2,1504.570349,6880
2017,SUBCRITICAL-COAL,Uttar_Pradesh,init-3,3399.130631,4440
2017,SUBCRITICAL-COAL,West_Bengal,init-1,688.54,1340
2017,SUBCRITICAL-COAL,West_Bengal,init-2,1245.78,500
2017,SUBCRITICAL-COAL,West_Bengal,init-3,1683.171186,2950
2017,SUBCRITICAL-COAL,West_Bengal,init-4,3236.093288,7405
2017,SUBCRITICAL-LIGNITE,Gujarat,init-7,799.2940506,790
2017,SUPERCRITICAL-COAL,Andhra_Pradesh,init-7,1810.51,3580
2017,SUPERCRITICAL-COAL,Bihar,init-7,3615.95,1920
2017,SUPERCRITICAL-COAL,Chhattisgarh,init-1,518.46,360
2017,SUPERCRITICAL-COAL,Chhattisgarh,init-2,781.795443,3950
2017,SUPERCRITICAL-COAL,Gujarat,init-7,905.4090685,7300
2017,SUPERCRITICAL-COAL,Haryana,init-7,2510.03,1320
2017,SUPERCRITICAL-COAL,Karnataka,init-7,1810.51,1600
2017,SUPERCRITICAL-COAL,Madhya_Pradesh,init-7,614.2475,5280
2017,SUPERCRITICAL-COAL,Maharashtra,init-7,1673.327778,5940
2017,SUPERCRITICAL-COAL,Punjab,init-7,1837.421598,3380
2017,SUPERCRITICAL-COAL,Rajasthan,init-7,1680.05,1320
2017,SUPERCRITICAL-COAL,Tamil_Nadu,init-7,2503.22,1320
2017,SUPERCRITICAL-COAL,Uttar_Pradesh,init-7,1439.96,3300
2018,CCGT-GAS,Andhra_Pradesh,init-1,824.94,230
2018,CCGT-GAS,Andhra_Pradesh,init-2,1162.03,251
2018,CCGT-GAS,Andhra_Pradesh,init-3,1735.302607,583
2018,CCGT-GAS,Andhra_Pradesh,init-4,5122.03,3850.4
2018,CCGT-GAS,Assam,init-7,2658.144374,339.5
2018,CCGT-GAS,Delhi,init-1,582.03,282
2018,CCGT-GAS,Delhi,init-2,2619.296675,1955
2018,CCGT-GAS,Goa,init-7,2848.48,48
2018,CCGT-GAS,Gujarat,init-1,1467.005,1006
2018,CCGT-GAS,Gujarat,init-2,2396.724415,2084
2018,CCGT-GAS,Gujarat,init-3,2542.02,160
2018,CCGT-GAS,Gujarat,init-4,3031.824739,2205
2018,CCGT-GAS,Gujarat,init-5,4962.01,1529
2018,CCGT-GAS,Haryana,init-7,1381.97,372
2018,CCGT-GAS,Jammu_Kashmir,init-7,13541.98,175
2018,CCGT-GAS,Kerala,init-7,3657.635572,559.9
2018,CCGT-GAS,Maharashtra,init-7,1714.962429,3207.08
2018,CCGT-GAS,Puducherry,init-7,4577.54,32.5
2018,CCGT-GAS,Rajasthan,init-1,1062.01,270.5
2018,CCGT-GAS,Rajasthan,init-2,1697.026364,754.3
2018,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2018,CCGT-GAS,Tripura,init-7,1835.920092,868
2018,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2018,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2018,CCGT-GAS,West_Bengal,init-7,3377.35,100
2018,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2018,CT-GAS,Assam,init-7,1488.980472,127
2018,CT-GAS,Tripura,init-1,485.97,42
2018,CT-GAS,Tripura,init-2,1539.707245,196
2018,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2018,DIESEL,Karnataka,init-7,2408.04,153.12
2018,DIESEL,Kerala,init-7,2408.04,159.96
2018,DIESEL,Manipur,init-7,2408.04,36
2018,DIESEL,Tamil_Nadu,init-7,2408.04,411.701
2018,SUBCRITICAL-COAL,Andhra_Pradesh,init-1,1320.3,1050
2018,SUBCRITICAL-COAL,Andhra_Pradesh,init-2,1912.84,2000
2018,SUBCRITICAL-COAL,Andhra_Pradesh,init-3,2274.09734,2030
2018,SUBCRITICAL-COAL,Assam,init-7,2428.53,250
2018,SUBCRITICAL-COAL,Bihar,init-1,1761.7,2000
2018,SUBCRITICAL-COAL,Bihar,init-2,2024.34,1035
2018,SUBCRITICAL-COAL,Chhattisgarh,init-1,18.52,270
2018,SUBCRITICAL-COAL,Chhattisgarh,init-2,640.2861702,4700
2018,SUBCRITICAL-COAL,Chhattisgarh,init-3,1454.324092,9748
2018,SUBCRITICAL-COAL,Gujarat,init-1,338.56,264
2018,SUBCRITICAL-COAL,Gujarat,init-2,1098.54,1320
2018,SUBCRITICAL-COAL,Gujarat,init-3,1803.28,500
2018,SUBCRITICAL-COAL,Gujarat,init-4,2120.974111,1205.06
2018,SUBCRITICAL-COAL,Gujarat,init-5,2568.55,210
2018,SUBCRITICAL-COAL,Gujarat,init-6,2736.692258,2790
2018,SUBCRITICAL-COAL,Gujarat,init-7,2988.49,1170
2018,SUBCRITICAL-COAL,Haryana,init-1,2098.55,600
2018,SUBCRITICAL-COAL,Haryana,init-2,2369.95,1200
2018,SUBCRITICAL-COAL,Haryana,init-3,2548.55,500
2018,SUBCRITICAL-COAL,Haryana,init-4,3487.770526,1710
2018,SUBCRITICAL-COAL,Jharkhand,init-1,1048.47,540
2018,SUBCRITICAL-COAL,Jharkhand,init-2,1227.655219,1945
2018,SUBCRITICAL-COAL,Jharkhand,init-3,1769.102332,1265
2018,SUBCRITICAL-COAL,Karnataka,init-1,1855.44,1200
2018,SUBCRITICAL-COAL,Karnataka,init-2,2060.91,1000
2018,SUBCRITICAL-COAL,Karnataka,init-3,4911.95,700
2018,SUBCRITICAL-COAL,Karnataka,init-4,5198.48,860
2018,SUBCRITICAL-COAL,Madhya_Pradesh,init-1,865.5849108,3364
2018,SUBCRITICAL-COAL,Madhya_Pradesh,init-2,1006.900894,3690
2018,SUBCRITICAL-COAL,Madhya_Pradesh,init-3,1888.612186,4689.5
2018,SUBCRITICAL-COAL,Maharashtra,init-1,870.51,600
2018,SUBCRITICAL-COAL,Maharashtra,init-2,1493.223737,2970
2018,SUBCRITICAL-COAL,Maharashtra,init-3,1947.348511,5170
2018,SUBCRITICAL-COAL,Maharashtra,init-4,2291.200453,3310
2018,SUBCRITICAL-COAL,Maharashtra,init-5,2856.623462,2860
2018,SUBCRITICAL-COAL,Odisha,init-1,500.04,1200
2018,SUBCRITICAL-COAL,Odisha,init-2,860.33,3000
2018,SUBCRITICAL-COAL,Odisha,init-3,1849.785298,3020
2018,SUBCRITICAL-COAL,Punjab,init-7,2607.54589,1460
2018,SUBCRITICAL-COAL,Rajasthan,init-1,198.54,250
2018,SUBCRITICAL-COAL,Rajasthan,init-2,630.48,250
2018,SUBCRITICAL-COAL,Rajasthan,init-3,1108.48,1080
2018,SUBCRITICAL-COAL,Rajasthan,init-4,1608.54,1000
2018,SUBCRITICAL-COAL,Rajasthan,init-5,2472.884757,3090
2018,SUBCRITICAL-COAL,Tamil_Nadu,init-1,1270.4,500
2018,SUBCRITICAL-COAL,Tamil_Nadu,init-2,1552.905,2000
2018,SUBCRITICAL-COAL,Tamil_Nadu,init-3,2113.887241,1450
2018,SUBCRITICAL-COAL,Tamil_Nadu,init-4,2830.03,600
2018,SUBCRITICAL-COAL,Tamil_Nadu,init-5,3368.98,1700
2018,SUBCRITICAL-COAL,Telangana,init-1,1484.654706,1700
2018,SUBCRITICAL-COAL,Telangana,init-2,1842.042703,3700
2018,SUBCRITICAL-COAL,Uttar_Pradesh,init-1,859.6066667,3000
2018,SUBCRITICAL-COAL,Uttar_Pradesh,init-2,1504.570349,6880
2018,SUBCRITICAL-COAL,Uttar_Pradesh,init-3,3399.130631,4440
2018,SUBCRITICAL-COAL,West_Bengal,init-1,688.54,1340
2018,SUBCRITICAL-COAL,West_Bengal,init-2,1245.78,500
2018,SUBCRITICAL-COAL,West_Bengal,init-3,1683.171186,2950
2018,SUBCRITICAL-COAL,West_Bengal,init-4,3236.093288,7405
2018,SUBCRITICAL-LIGNITE,Gujarat,init-7,799.2940506,790
2018,SUPERCRITICAL-COAL,Andhra_Pradesh,init-7,1810.51,3580
2018,SUPERCRITICAL-COAL,Bihar,init-7,3615.95,1920
2018,SUPERCRITICAL-COAL,Chhattisgarh,init-1,518.46,360
2018,SUPERCRITICAL-COAL,Chhattisgarh,init-2,781.795443,3950
2018,SUPERCRITICAL-COAL,Gujarat,init-7,905.4090685,7300
2018,SUPERCRITICAL-COAL,Haryana,init-7,2510.03,1320
2018,SUPERCRITICAL-COAL,Karnataka,init-7,1810.51,1600
2018,SUPERCRITICAL-COAL,Madhya_Pradesh,init-7,614.2475,5280
2018,SUPERCRITICAL-COAL,Maharashtra,init-7,1673.327778,5940
2018,SUPERCRITICAL-COAL,Punjab,init-7,1837.421598,3380
2018,SUPERCRITICAL-COAL,Rajasthan,init-7,1680.05,1320
2018,SUPERCRITICAL-COAL,Tamil_Nadu,init-7,2503.22,1320
2018,SUPERCRITICAL-COAL,Uttar_Pradesh,init-7,1439.96,3300
2019,CCGT-GAS,Andhra_Pradesh,init-1,824.94,230
2019,CCGT-GAS,Andhra_Pradesh,init-2,1162.03,251
2019,CCGT-GAS,Andhra_Pradesh,init-3,1735.302607,583
2019,CCGT-GAS,Andhra_Pradesh,init-4,5122.03,3850.4
2019,CCGT-GAS,Assam,init-7,2658.144374,339.5
2019,CCGT-GAS,Delhi,init-1,582.03,282
2019,CCGT-GAS,Delhi,init-2,2619.296675,1955
2019,CCGT-GAS,Goa,init-7,2848.48,48
2019,CCGT-GAS,Gujarat,init-1,1467.005,1006
2019,CCGT-GAS,Gujarat,init-2,2396.724415,2084
2019,CCGT-GAS,Gujarat,init-3,2542.02,160
2019,CCGT-GAS,Gujarat,init-4,3031.824739,2205
2019,CCGT-GAS,Gujarat,init-5,4962.01,1529
2019,CCGT-GAS,Haryana,init-7,1381.97,372
2019,CCGT-GAS,Jammu_Kashmir,init-7,13541.98,175
2019,CCGT-GAS,Kerala,init-7,3657.635572,559.9
2019,CCGT-GAS,Maharashtra,init-7,1714.962429,3207.08
2019,CCGT-GAS,Puducherry,init-7,4577.54,32.5
2019,CCGT-GAS,Rajasthan,init-1,1062.01,270.5
2019,CCGT-GAS,Rajasthan,init-2,1697.026364,754.3
2019,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2019,CCGT-GAS,Tripura,init-7,1835.920092,868
2019,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2019,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2019,CCGT-GAS,West_Bengal,init-7,3377.35,100
2019,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2019,CT-GAS,Assam,init-7,1488.980472,127
2019,CT-GAS,Tripura,init-1,485.97,42
2019,CT-GAS,Tripura,init-2,1539.707245,196
2019,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2019,DIESEL,Karnataka,init-7,2408.04,153.12
2019,DIESEL,Kerala,init-7,2408.04,159.96
2019,DIESEL,Manipur,init-7,2408.04,36
2019,DIESEL,Tamil_Nadu,init-7,2408.04,411.701
2019,SUBCRITICAL-COAL,Andhra_Pradesh,init-1,1320.3,1050
2019,SUBCRITICAL-COAL,Andhra_Pradesh,init-2,1912.84,2000
2019,SUBCRITICAL-COAL,Andhra_Pradesh,init-3,2274.09734,2030
2019,SUBCRITICAL-COAL,Assam,init-7,2428.53,250
2019,SUBCRITICAL-COAL,Bihar,init-1,1761.7,2000
2019,SUBCRITICAL-COAL,Bihar,init-2,2024.34,1035
2019,SUBCRITICAL-COAL,Chhattisgarh,init-1,18.52,270
2019,SUBCRITICAL-COAL,Chhattisgarh,init-2,640.2861702,4700
2019,SUBCRITICAL-COAL,Chhattisgarh,init-3,1454.324092,9748
2019,SUBCRITICAL-COAL,Gujarat,init-1,338.56,264
2019,SUBCRITICAL-COAL,Gujarat,init-2,1098.54,1320
2019,SUBCRITICAL-COAL,Gujarat,init-3,1803.28,500
2019,SUBCRITICAL-COAL,Gujarat,init-4,2120.974111,1205.06
2019,SUBCRITICAL-COAL,Gujarat,init-5,2568.55,210
2019,SUBCRITICAL-COAL,Gujarat,init-6,2736.692258,2790
2019,SUBCRITICAL-COAL,Gujarat,init-7,2988.49,1170
2019,SUBCRITICAL-COAL,Haryana,init-1,2098.55,600
2019,SUBCRITICAL-COAL,Haryana,init-2,2369.95,1200
2019,SUBCRITICAL-COAL,Haryana,init-3,2548.55,500
2019,SUBCRITICAL-COAL,Haryana,init-4,3487.770526,1710
2019,SUBCRITICAL-COAL,Jharkhand,init-1,1048.47,540
2019,SUBCRITICAL-COAL,Jharkhand,init-2,1227.655219,1945
2019,SUBCRITICAL-COAL,Jharkhand,init-3,1769.102332,1265
2019,SUBCRITICAL-COAL,Karnataka,init-1,1855.44,1200
2019,SUBCRITICAL-COAL,Karnataka,init-2,2060.91,1000
2019,SUBCRITICAL-COAL,Karnataka,init-3,4911.95,700
2019,SUBCRITICAL-COAL,Karnataka,init-4,5198.48,860
2019,SUBCRITICAL-COAL,Madhya_Pradesh,init-1,865.5849108,3364
2019,SUBCRITICAL-COAL,Madhya_Pradesh,init-2,1006.900894,3690
2019,SUBCRITICAL-COAL,Madhya_Pradesh,init-3,1888.612186,4689.5
2019,SUBCRITICAL-COAL,Maharashtra,init-1,870.51,600
2019,SUBCRITICAL-COAL,Maharashtra,init-2,1493.223737,2970
2019,SUBCRITICAL-COAL,Maharashtra,init-3,1947.348511,5170
2019,SUBCRITICAL-COAL,Maharashtra,init-4,2291.200453,3310
2019,SUBCRITICAL-COAL,Maharashtra,init-5,2856.623462,2860
2019,SUBCRITICAL-COAL,Odisha,init-1,500.04,1200
2019,SUBCRITICAL-COAL,Odisha,init-2,860.33,3000
2019,SUBCRITICAL-COAL,Odisha,init-3,1849.785298,3020
2019,SUBCRITICAL-COAL,Punjab,init-7,2607.54589,1460
2019,SUBCRITICAL-COAL,Rajasthan,init-1,198.54,250
2019,SUBCRITICAL-COAL,Rajasthan,init-2,630.48,250
2019,SUBCRITICAL-COAL,Rajasthan,init-3,1108.48,1080
2019,SUBCRITICAL-COAL,Rajasthan,init-4,1608.54,1000
2019,SUBCRITICAL-COAL,Rajasthan,init-5,2472.884757,3090
2019,SUBCRITICAL-COAL,Tamil_Nadu,init-1,1270.4,500
2019,SUBCRITICAL-COAL,Tamil_Nadu,init-2,1552.905,2000
2019,SUBCRITICAL-COAL,Tamil_Nadu,init-3,2113.887241,1450
2019,SUBCRITICAL-COAL,Tamil_Nadu,init-4,2830.03,600
2019,SUBCRITICAL-COAL,Tamil_Nadu,init-5,3368.98,1700
2019,SUBCRITICAL-COAL,Telangana,init-1,1484.654706,1700
2019,SUBCRITICAL-COAL,Telangana,init-2,1842.042703,3700
2019,SUBCRITICAL-COAL,Uttar_Pradesh,init-1,859.6066667,3000
2019,SUBCRITICAL-COAL,Uttar_Pradesh,init-2,1504.570349,6880
2019,SUBCRITICAL-COAL,Uttar_Pradesh,init-3,3399.130631,4440
2019,SUBCRITICAL-COAL,West_Bengal,init-1,688.54,1340
2019,SUBCRITICAL-COAL,West_Bengal,init-2,1245.78,500
2019,SUBCRITICAL-COAL,West_Bengal,init-3,1683.171186,2950
2019,SUBCRITICAL-COAL,West_Bengal,init-4,3236.093288,7405
2019,SUBCRITICAL-LIGNITE,Gujarat,init-7,799.2940506,790
2019,SUPERCRITICAL-COAL,Andhra_Pradesh,init-7,1810.51,3580
2019,SUPERCRITICAL-COAL,Bihar,init-7,3615.95,1920
2019,SUPERCRITICAL-COAL,Chhattisgarh,init-1,518.46,360
2019,SUPERCRITICAL-COAL,Chhattisgarh,init-2,781.795443,3950
2019,SUPERCRITICAL-COAL,Gujarat,init-7,905.4090685,7300
2019,SUPERCRITICAL-COAL,Haryana,init-7,2510.03,1320
2019,SUPERCRITICAL-COAL,Karnataka,init-7,1810.51,1600
2019,SUPERCRITICAL-COAL,Madhya_Pradesh,init-7,614.2475,5280
2019,SUPERCRITICAL-COAL,Maharashtra,init-7,1673.327778,5940
2019,SUPERCRITICAL-COAL,Punjab,init-7,1837.421598,3380
2019,SUPERCRITICAL-COAL,Rajasthan,init-7,1680.05,1320
2019,SUPERCRITICAL-COAL,Tamil_Nadu,init-7,2503.22,1320
2019,SUPERCRITICAL-COAL,Uttar_Pradesh,init-7,1439.96,3300
2020,CCGT-GAS,Andhra_Pradesh,init-1,824.94,230
2020,CCGT-GAS,Andhra_Pradesh,init-2,1162.03,251
2020,CCGT-GAS,Andhra_Pradesh,init-3,1735.302607,583
2020,CCGT-GAS,Andhra_Pradesh,init-4,5122.03,3850.4
2020,CCGT-GAS,Assam,init-7,2658.144374,339.5
2020,CCGT-GAS,Delhi,init-1,582.03,282
2020,CCGT-GAS,Delhi,init-2,2619.296675,1955
2020,CCGT-GAS,Goa,init-7,2848.48,48
2020,CCGT-GAS,Gujarat,init-1,1467.005,1006
2020,CCGT-GAS,Gujarat,init-2,2396.724415,2084
2020,CCGT-GAS,Gujarat,init-3,2542.02,160
2020,CCGT-GAS,Gujarat,init-4,3031.824739,2205
2020,CCGT-GAS,Gujarat,init-5,4962.01,1529
2020,CCGT-GAS,Haryana,init-7,1381.97,372
2020,CCGT-GAS,Jammu_Kashmir,init-7,13541.98,175
2020,CCGT-GAS,Kerala,init-7,3657.635572,559.9
2020,CCGT-GAS,Maharashtra,init-7,1714.962429,3207.08
2020,CCGT-GAS,Puducherry,init-7,4577.54,32.5
2020,CCGT-GAS,Rajasthan,init-1,1062.01,270.5
2020,CCGT-GAS,Rajasthan,init-2,1697.026364,754.3
2020,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2020,CCGT-GAS,Tripura,init-7,1835.920092,868
2020,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2020,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2020,CCGT-GAS,West_Bengal,init-7,3377.35,100
2020,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2020,CT-GAS,Assam,init-7,1488.980472,127
2020,CT-GAS,Tripura,init-1,485.97,42
2020,CT-GAS,Tripura,init-2,1539.707245,196
2020,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2020,DIESEL,Karnataka,init-7,2408.04,153.12
2020,DIESEL,Kerala,init-7,2408.04,159.96
2020,DIESEL,Manipur,init-7,2408.04,36
2020,DIESEL,Tamil_Nadu,init-7,2408.04,411.701
2020,SUBCRITICAL-COAL,Andhra_Pradesh,init-1,1320.3,1050
2020,SUBCRITICAL-COAL,Andhra_Pradesh,init-2,1912.84,2000
2020,SUBCRITICAL-COAL,Andhra_Pradesh,init-3,2274.09734,2030
2020,SUBCRITICAL-COAL,Assam,init-7,2428.53,250
2020,SUBCRITICAL-COAL,Bihar,init-1,1761.7,2000
2020,SUBCRITICAL-COAL,Bihar,init-2,2024.34,1035
2020,SUBCRITICAL-COAL,Chhattisgarh,init-1,18.52,270
2020,SUBCRITICAL-COAL,Chhattisgarh,init-2,640.2861702,4700
2020,SUBCRITICAL-COAL,Chhattisgarh,init-3,1454.324092,9748
2020,SUBCRITICAL-COAL,Gujarat,init-1,338.56,264
2020,SUBCRITICAL-COAL,Gujarat,init-2,1098.54,1320
2020,SUBCRITICAL-COAL,Gujarat,init-3,1803.28,500
2020,SUBCRITICAL-COAL,Gujarat,init-4,2120.974111,1205.06
2020,SUBCRITICAL-COAL,Gujarat,init-5,2568.55,210
2020,SUBCRITICAL-COAL,Gujarat,init-6,2736.692258,2790
2020,SUBCRITICAL-COAL,Gujarat,init-7,2988.49,1170
2020,SUBCRITICAL-COAL,Haryana,init-1,2098.55,600
2020,SUBCRITICAL-COAL,Haryana,init-2,2369.95,1200
2020,SUBCRITICAL-COAL,Haryana,init-3,2548.55,500
2020,SUBCRITICAL-COAL,Haryana,init-4,3487.770526,1710
2020,SUBCRITICAL-COAL,Jharkhand,init-1,1048.47,540
2020,SUBCRITICAL-COAL,Jharkhand,init-2,1227.655219,1945
2020,SUBCRITICAL-COAL,Jharkhand,init-3,1769.102332,1265
2020,SUBCRITICAL-COAL,Karnataka,init-1,1855.44,1200
2020,SUBCRITICAL-COAL,Karnataka,init-2,2060.91,1000
2020,SUBCRITICAL-COAL,Karnataka,init-3,4911.95,700
2020,SUBCRITICAL-COAL,Karnataka,init-4,5198.48,860
2020,SUBCRITICAL-COAL,Madhya_Pradesh,init-1,865.5849108,3364
2020,SUBCRITICAL-COAL,Madhya_Pradesh,init-2,1006.900894,3690
2020,SUBCRITICAL-COAL,Madhya_Pradesh,init-3,1888.612186,4689.5
2020,SUBCRITICAL-COAL,Maharashtra,init-1,870.51,600
2020,SUBCRITICAL-COAL,Maharashtra,init-2,1493.223737,2970
2020,SUBCRITICAL-COAL,Maharashtra,init-3,1947.348511,5170
2020,SUBCRITICAL-COAL,Maharashtra,init-4,2291.200453,3310
2020,SUBCRITICAL-COAL,Maharashtra,init-5,2856.623462,2860
2020,SUBCRITICAL-COAL,Odisha,init-1,500.04,1200
2020,SUBCRITICAL-COAL,Odisha,init-2,860.33,3000
2020,SUBCRITICAL-COAL,Odisha,init-3,1849.785298,3020
2020,SUBCRITICAL-COAL,Punjab,init-7,2607.54589,1460
2020,SUBCRITICAL-COAL,Rajasthan,init-1,198.54,250
2020,SUBCRITICAL-COAL,Rajasthan,init-2,630.48,250
2020,SUBCRITICAL-COAL,Rajasthan,init-3,1108.48,1080
2020,SUBCRITICAL-COAL,Rajasthan,init-4,1608.54,1000
2020,SUBCRITICAL-COAL,Rajasthan,init-5,2472.884757,3090
2020,SUBCRITICAL-COAL,Tamil_Nadu,init-1,1270.4,500
2020,SUBCRITICAL-COAL,Tamil_Nadu,init-2,1552.905,2000
2020,SUBCRITICAL-COAL,Tamil_Nadu,init-3,2113.887241,1450
2020,SUBCRITICAL-COAL,Tamil_Nadu,init-4,2830.03,600
2020,SUBCRITICAL-COAL,Tamil_Nadu,init-5,3368.98,1700
2020,SUBCRITICAL-COAL,Telangana,init-1,1484.654706,1700
