nat_beta_nonenergy,0.1352,"--$/MMBtu per Quad-- beta value for national natural gas supply curves; see documentation for how value is calculated"
normfuelbinmax,1.4,"top cutoff for natural gas supply curve"
normfuelbinmin,0.6,"bottom cutoff for natural gas supply curve"
reduced_resource_frac,0.5,"--fraction-- fraction by which to reduce resource when Sw_ReducedResource=1"
reg_energy_frac,0.15,"--fraction-- fraction of regulating reserves that produces energy. from Page 7 (pdf page 16) of https://www.nrel.gov/docs/fy14osti/60568.pdf"
RGGI_start_yr,2012,"--year-- RGGI start year"
RPS_StartYear,2020,"--year-- Start year for states RPS policies"
smr_capture_rate,0.9,"--fraction-- capture rate of CO2 for SMR with CCS"
smr_co2_intensity,9.83,"--tonnes CO2 / tonnes H2-- emissions rate for SMR H2 production. The median CO2 emission normalized for SMR hydrogen production was 9 kg CO2/kg H2 production, or 75 g CO2/MJ H2 (using H2 low heating value [LHV]). The median emission is similar with the value of 9.26 kg CO2/kg H2 in GREET 2018, which was based on the H2A modeling by Rutkowski et al (2012). (https://greet.es.anl.gov/publication-smr_h2_2019) Actual emissions value of 9.83 and 90% capture rate based on a 2011 NETL study (DOE/NETL-2011/1434)"
state_cap_start_yr,2014,"--year-- state co2 cap start year"
storage_eff_psh,0.8,"--fraction-- round-trip efficiency of PSH"
storage_lifetime_cost_adjust_pvb,1.24,"--fraction-- The CRF_15 divided by CRF_20 to account for batteries only having a 15-year lifetime. It technically should change over time (if CRF changes over time), but is represented as a constant value here for simplicity"
szn_adj_gas_winter,0.054,"--fraction-- seasonal adjustment for gas prices. calculated based on natural gas futures prices -- see documentation"
topfuelbinwidth,2,"top fuel bin width"
tranloss_permile_ac,0.00010,"--fraction per mile-- AC transmission losses for regional trade"
tranloss_permile_dc,0.00005,"--fraction per mile-- DC transmission losses for regional trade"
trans_contingency_level_energy,0,"--integer-- n-x contingency level to use for initial energy trading limits (0 means n-0)"
trans_contingency_level_prm,0,"--integer-- n-x contingency level to use for initial capacity (PRM) trading limits (1 means n-1)"
trans_contingency_level_transgroup,1,"--integer-- n-x contingency level to use for initial transmission interface group flow constraint"
trans_crp,40,"--years-- transmission capital recovery period (financial lifetime / evaluation period). Applied to transmission lines, AC/DC converters, and substations."
trans_fom_frac,0.015,"--fraction-- Transmission FOM cost expressed as fraction of upfront cost [https://publications.jrc.ec.europa.eu/repository/handle/JRC92496]"
trans_fom_region_mult,0,"--boolean-- indicate whether to use regional multipliers on transmission FOM (1) or just the base cost (0)"
vom_hyd,1.0244,"--2004$/MWh-- hydropower VOM (only one for all hydro)"
upgrade_inflator,1.72,inflator for 1987 cost values of upgrade costs in the generator database
firstyearmin,2025,first year capacity can be built
